CustomerID,Date (dd/mm/yyyy),Sum of Day,Sum of Discount Value,Sum of Month,Order Count,Sum of Net Sales,Sum of Price Per Unit(USD),Product ID,Sum of Profit,Sum of Promotion Discount,PromotionID,Sum of Total Sales,Sum of Units Sold,Sum of Year
11,2021-08-10 00:00:00,10,0,8,2708,4497,1499,P023,449.70000000000005,0,0,4497,3,2021
11,2021-08-25 00:00:00,25,0,8,1644,179998,89999,P003,17999.8,0,0,179998,2,2021
11,2021-09-03 00:00:00,3,0,9,1222,6597,2199,P010,659.7,0,0,6597,3,2021
11,2021-09-09 00:00:00,9,0,9,174,10499,10499,P017,1049.9,0,0,10499,1,2021
11,2021-09-20 00:00:00,20,0,9,3458,17997,5999,P019,1799.7,0,0,17997,3,2021
11,2021-10-07 00:00:00,7,0,10,2109,139998,69999,P002,13999.800000000001,0,0,139998,2,2021
11,2021-10-19 00:00:00,19,0,10,2307,10497,3499,P009,1049.7,0,0,10497,3,2021
11,2021-12-24 00:00:00,24,0,12,2888,3499,3499,P009,349.90000000000003,0,0,3499,1,2021
11,2022-02-11 00:00:00,11,0,2,2132,699,699,P027,69.9,0,0,699,1,2022
11,2022-03-12 00:00:00,12,0,3,1115,129998,64999,P004,12999.800000000001,0,0,129998,2,2022
11,2022-04-06 00:00:00,6,1399.6000000000001,4,10,6997.8,3499,P009,699.7800000000001,0.2,PR001,6998,2,2022
11,2022-04-28 00:00:00,28,1679.4,4,1345,8396.8,2799,P024,839.68,0.2,PR001,8397,3,2022
11,2022-05-11 00:00:00,11,1199.6000000000001,5,2248,5997.8,2999,P012,599.7800000000001,0.2,PR001,5998,2,2022
11,2022-07-03 00:00:00,3,5248.5,7,2016,10496.5,3499,P009,1049.65,0.5,PR004,10497,3,2022
11,2022-07-31 00:00:00,31,5999,7,1063,11997.5,5999,P019,1199.75,0.5,PR004,11998,2,2022
11,2022-09-09 00:00:00,9,0,9,1462,8397,2799,P024,839.7,0,0,8397,3,2022
11,2022-09-09 00:00:00,9,0,9,41,38997,12999,P020,3899.7000000000003,0,0,38997,3,2022
11,2022-09-11 00:00:00,11,0,9,784,31998,15999,P013,3199.8,0,0,31998,2,2022
11,2022-10-13 00:00:00,13,0,10,1546,2799,2799,P024,279.90000000000003,0,0,2799,1,2022
11,2022-11-07 00:00:00,7,0,11,1314,38997,12999,P020,3899.7000000000003,0,0,38997,3,2022
11,2022-12-06 00:00:00,6,0,12,3144,11998,5999,P019,1199.8,0,0,11998,2,2022
11,2023-01-01 00:00:00,1,0,1,3391,5997,1999,P022,599.7,0,0,5997,3,2023
11,2023-01-02 00:00:00,2,0,1,1467,3897,1299,P021,389.70000000000005,0,0,3897,3,2023
11,2023-01-11 00:00:00,11,0,1,2897,10998,5499,P026,1099.8,0,0,10998,2,2023
11,2023-01-26 00:00:00,26,0,1,2747,5499,5499,P008,549.9,0,0,5499,1,2023
11,2023-01-29 00:00:00,29,0,1,249,4497,1499,P023,449.70000000000005,0,0,4497,3,2023
11,2023-03-12 00:00:00,12,0,3,1575,349,349,P028,34.9,0,0,349,1,2023
11,2023-03-12 00:00:00,12,0,3,2703,699,699,P027,69.9,0,0,699,1,2023
11,2023-03-31 00:00:00,31,0,3,2198,699,699,P027,69.9,0,0,699,1,2023
11,2023-04-01 00:00:00,1,439.8,4,3231,2198.8,2199,P010,219.88000000000002,0.2,PR001,2199,1,2023
11,2023-05-18 00:00:00,18,6299.400000000001,5,3173,31496.8,10499,P017,3149.6800000000003,0.2,PR001,31497,3,2023
11,2023-07-17 00:00:00,17,0,7,3172,159998,79999,P001,15999.800000000001,0,0,159998,2,2023
11,2023-07-31 00:00:00,31,0,7,1135,399,399,P030,39.900000000000006,0,0,399,1,2023
11,2023-07-31 00:00:00,31,0,7,762,25998,12999,P020,2599.8,0,0,25998,2,2023
11,2023-08-09 00:00:00,9,0,8,2465,99,99,P029,9.9,0,0,99,1,2023
11,2023-08-19 00:00:00,19,0,8,3470,5499,5499,P026,549.9,0,0,5499,1,2023
11,2023-08-25 00:00:00,25,0,8,2600,8499,8499,P015,849.9000000000001,0,0,8499,1,2023
11,2023-09-27 00:00:00,27,0,9,451,698,349,P028,69.8,0,0,698,2,2023
11,2023-11-27 00:00:00,27,0,11,2326,3998,1999,P022,399.8,0,0,3998,2,2023
11,2023-12-12 00:00:00,12,0,12,2530,1299,1299,P021,129.9,0,0,1299,1,2023
11,2023-12-19 00:00:00,19,9798.599999999999,12,1775,13997.3,6999,P007,1399.73,0.7,PR005,13998,2,2023
12,2020-01-15 00:00:00,15,0,1,3452,10998,5499,P008,1099.8,0,0,10998,2,2020
12,2020-02-06 00:00:00,6,0,2,3247,198,99,P029,19.8,0,0,198,2,2020
12,2020-02-07 00:00:00,7,0,2,528,14997,4999,P014,1499.7,0,0,14997,3,2020
12,2020-02-08 00:00:00,8,0,2,2514,4497,1499,P023,449.70000000000005,0,0,4497,3,2020
12,2020-02-09 00:00:00,9,0,2,1136,6897,2299,P018,689.7,0,0,6897,3,2020
12,2020-02-21 00:00:00,21,0,2,2609,17998,8999,P025,1799.8000000000002,0,0,17998,2,2020
12,2020-02-22 00:00:00,22,0,2,1661,20997,6999,P007,2099.7000000000003,0,0,20997,3,2020
12,2020-03-24 00:00:00,24,0,3,208,10499,10499,P017,1049.9,0,0,10499,1,2020
12,2020-04-01 00:00:00,1,38999.4,4,1770,194996.8,64999,P004,19499.68,0.2,PR001,194997,3,2020
12,2020-04-04 00:00:00,4,1399.8000000000002,4,2847,6998.8,6999,P007,699.8800000000001,0.2,PR001,6999,1,2020
12,2020-04-10 00:00:00,10,1119.6000000000001,4,106,5597.8,2799,P024,559.7800000000001,0.2,PR001,5598,2,2020
12,2020-04-29 00:00:00,29,2999.6000000000004,4,702,14997.8,7499,P006,1499.78,0.2,PR001,14998,2,2020
12,2020-05-04 00:00:00,4,15999.800000000001,5,1380,79998.8,79999,P001,7999.880000000001,0.2,PR001,79999,1,2020
12,2020-05-17 00:00:00,17,1319.4,5,2087,6596.8,2199,P010,659.6800000000001,0.2,PR001,6597,3,2020
12,2020-06-21 00:00:00,21,0,6,2491,16497,5499,P026,1649.7,0,0,16497,3,2020
12,2020-07-03 00:00:00,3,0,7,3348,1499,1499,P023,149.9,0,0,1499,1,2020
12,2020-07-07 00:00:00,7,0,7,513,269997,89999,P003,26999.7,0,0,269997,3,2020
12,2020-07-20 00:00:00,20,0,7,713,798,399,P030,79.80000000000001,0,0,798,2,2020
12,2020-08-18 00:00:00,18,0,8,886,698,349,P028,69.8,0,0,698,2,2020
12,2020-08-18 00:00:00,18,0,8,982,798,399,P030,79.80000000000001,0,0,798,2,2020
12,2020-10-01 00:00:00,1,0,10,19,2199,2199,P010,219.9,0,0,2199,1,2020
12,2020-10-04 00:00:00,4,0,10,2725,1047,349,P028,104.7,0,0,1047,3,2020
12,2020-10-09 00:00:00,9,0,10,1177,2999,2999,P012,299.90000000000003,0,0,2999,1,2020
12,2020-10-11 00:00:00,11,0,10,2149,159998,79999,P001,15999.800000000001,0,0,159998,2,2020
12,2020-10-17 00:00:00,17,0,10,1579,8999,8999,P025,899.9000000000001,0,0,8999,1,2020
12,2020-10-17 00:00:00,17,0,10,2137,159998,79999,P001,15999.800000000001,0,0,159998,2,2020
12,2020-11-05 00:00:00,5,0,11,3336,4497,1499,P023,449.70000000000005,0,0,4497,3,2020
12,2020-12-09 00:00:00,9,0,12,1764,159998,79999,P001,15999.800000000001,0,0,159998,2,2020
12,2021-01-18 00:00:00,18,0,1,600,277497,92499,P005,27749.7,0,0,277497,3,2021
12,2021-01-24 00:00:00,24,0,1,3388,184998,92499,P005,18499.8,0,0,184998,2,2021
12,2021-03-14 00:00:00,14,0,3,2230,99,99,P029,9.9,0,0,99,1,2021
12,2021-03-18 00:00:00,18,0,3,2982,3998,1999,P022,399.8,0,0,3998,2,2021
12,2021-04-28 00:00:00,28,13999.800000000001,4,2527,69998.8,69999,P002,6999.880000000001,0.2,PR001,69999,1,2021
12,2021-04-30 00:00:00,30,12999.800000000001,4,3358,64998.8,64999,P004,6499.880000000001,0.2,PR001,64999,1,2021
12,2021-05-11 00:00:00,11,159.60000000000002,5,3168,797.8,399,P030,79.78,0.2,PR001,798,2,2021
12,2021-05-18 00:00:00,18,2999.4,5,703,14996.8,4999,P014,1499.68,0.2,PR001,14997,3,2021
12,2021-06-01 00:00:00,1,0,6,1526,184998,92499,P005,18499.8,0,0,184998,2,2021
12,2021-06-01 00:00:00,1,0,6,586,8499,8499,P015,849.9000000000001,0,0,8499,1,2021
12,2021-08-29 00:00:00,29,0,8,3027,8997,2999,P012,899.7,0,0,8997,3,2021
12,2021-10-03 00:00:00,3,0,10,1124,92499,92499,P005,9249.9,0,0,92499,1,2021
12,2021-11-22 00:00:00,22,0,11,3097,10998,5499,P008,1099.8,0,0,10998,2,2021
12,2021-12-18 00:00:00,18,0,12,880,8999,8999,P025,899.9000000000001,0,0,8999,1,2021
12,2021-12-31 00:00:00,31,0,12,517,1499,1499,P011,149.9,0,0,1499,1,2021
12,2022-02-15 00:00:00,15,0,2,1826,31998,15999,P013,3199.8,0,0,31998,2,2022
12,2022-04-13 00:00:00,13,59.400000000000006,4,1981,296.8,99,P029,29.680000000000003,0.2,PR001,297,3,2022
12,2022-04-21 00:00:00,21,1379.4,4,1885,6896.8,2299,P018,689.6800000000001,0.2,PR001,6897,3,2022
12,2022-04-29 00:00:00,29,15999.800000000001,4,2091,79998.8,79999,P001,7999.880000000001,0.2,PR001,79999,1,2022
12,2022-05-15 00:00:00,15,38999.4,5,2234,194996.8,64999,P004,19499.68,0.2,PR001,194997,3,2022
12,2022-09-25 00:00:00,25,0,9,1139,25998,12999,P020,2599.8,0,0,25998,2,2022
12,2022-11-10 00:00:00,10,0,11,113,38997,12999,P020,3899.7000000000003,0,0,38997,3,2022
12,2022-11-29 00:00:00,29,0,11,1276,92499,92499,P005,9249.9,0,0,92499,1,2022
12,2022-12-20 00:00:00,20,0,12,2845,24999,24999,P016,2499.9,0,0,24999,1,2022
